"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2006"	"2006"	"Portal vein thrombosis"	"I81"	80	298379912	0.0
	"2006"	"2006"	"Budd-Chiari syndrome"	"I82.0"	36	298379912	0.0
	"2006"	"2006"	"Thrombophlebitis migrans"	"I82.1"	1	298379912	Unreliable
	"2006"	"2006"	"Embolism and thrombosis of vena cava"	"I82.2"	25	298379912	0.0
	"2006"	"2006"	"Embolism and thrombosis of renal vein"	"I82.3"	3	298379912	Unreliable
	"2006"	"2006"	"Embolism and thrombosis of other specified veins"	"I82.8"	46	298379912	0.0
	"2006"	"2006"	"Embolism and thrombosis of unspecified vein"	"I82.9"	57	298379912	0.0
	"2006"	"2006"	"Varicose veins of lower extremities with ulcer"	"I83.0"	66	298379912	0.0
	"2006"	"2006"	"Varicose veins of lower extremities with inflammation"	"I83.1"	6	298379912	Unreliable
	"2006"	"2006"	"Varicose veins of lower extremities with both ulcer and inflammation"	"I83.2"	5	298379912	Unreliable
	"2006"	"2006"	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	69	298379912	0.0
	"2006"	"2006"	"Internal thrombosed haemorrhoids"	"I84.0"	1	298379912	Unreliable
	"2006"	"2006"	"Internal haemorrhoids with other complications"	"I84.1"	2	298379912	Unreliable
	"2006"	"2006"	"Internal haemorrhoids without complication"	"I84.2"	1	298379912	Unreliable
	"2006"	"2006"	"Unspecified haemorrhoids with other complications"	"I84.8"	6	298379912	Unreliable
	"2006"	"2006"	"Unspecified haemorrhoids without complication"	"I84.9"	8	298379912	Unreliable
	"2006"	"2006"	"Oesophageal varices with bleeding"	"I85.0"	107	298379912	0.0
	"2006"	"2006"	"Oesophageal varices without bleeding"	"I85.9"	42	298379912	0.0
	"2006"	"2006"	"Pelvic varices"	"I86.2"	1	298379912	Unreliable
	"2006"	"2006"	"Gastric varices"	"I86.4"	26	298379912	0.0
	"2006"	"2006"	"Varicose veins of other specified sites"	"I86.8"	6	298379912	Unreliable
	"2006"	"2006"	"Compression of vein"	"I87.1"	18	298379912	Unreliable
	"2006"	"2006"	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	49	298379912	0.0
	"2006"	"2006"	"Other specified disorders of veins"	"I87.8"	53	298379912	0.0
	"2006"	"2006"	"Disorder of vein, unspecified"	"I87.9"	14	298379912	Unreliable
	"2006"	"2006"	"Nonspecific mesenteric lymphadenitis"	"I88.0"	1	298379912	Unreliable
	"2006"	"2006"	"Nonspecific lymphadenitis, unspecified"	"I88.9"	1	298379912	Unreliable
	"2006"	"2006"	"Lymphoedema, not elsewhere classified"	"I89.0"	53	298379912	0.0
	"2006"	"2006"	"Lymphangitis"	"I89.1"	3	298379912	Unreliable
	"2006"	"2006"	"Other specified noninfective disorders of lymphatic vessels and lymph nodes"	"I89.8"	24	298379912	0.0
	"2006"	"2006"	"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"	"I89.9"	2	298379912	Unreliable
	"2006"	"2006"	"Idiopathic hypotension"	"I95.0"	1	298379912	Unreliable
	"2006"	"2006"	"Orthostatic hypotension"	"I95.1"	19	298379912	Unreliable
	"2006"	"2006"	"Other hypotension"	"I95.8"	14	298379912	Unreliable
	"2006"	"2006"	"Hypotension, unspecified"	"I95.9"	215	298379912	0.1
	"2006"	"2006"	"Other and unspecified disorders of circulatory system"	"I99"	333	298379912	0.1
	"2007"	"2007"	"Rheumatic fever without mention of heart involvement"	"I00"	7	301231207	Unreliable
	"2007"	"2007"	"Acute rheumatic pericarditis"	"I01.0"	2	301231207	Unreliable
	"2007"	"2007"	"Acute rheumatic endocarditis"	"I01.1"	8	301231207	Unreliable
	"2007"	"2007"	"Other acute rheumatic heart disease"	"I01.8"	15	301231207	Unreliable
	"2007"	"2007"	"Mitral stenosis"	"I05.0"	410	301231207	0.1
	"2007"	"2007"	"Rheumatic mitral insufficiency"	"I05.1"	60	301231207	0.0
	"2007"	"2007"	"Mitral stenosis with insufficiency"	"I05.2"	33	301231207	0.0
	"2007"	"2007"	"Other mitral valve diseases"	"I05.8"	17	301231207	Unreliable
	"2007"	"2007"	"Mitral valve disease, unspecified"	"I05.9"	1052	301231207	0.3
	"2007"	"2007"	"Rheumatic aortic stenosis"	"I06.0"	68	301231207	0.0
	"2007"	"2007"	"Rheumatic aortic insufficiency"	"I06.1"	13	301231207	Unreliable
	"2007"	"2007"	"Rheumatic aortic stenosis with insufficiency"	"I06.2"	4	301231207	Unreliable
	"2007"	"2007"	"Rheumatic aortic valve disease, unspecified"	"I06.9"	17	301231207	Unreliable
	"2007"	"2007"	"Tricuspid stenosis"	"I07.0"	1	301231207	Unreliable
	"2007"	"2007"	"Tricuspid insufficiency"	"I07.1"	212	301231207	0.1
	"2007"	"2007"	"Other tricuspid valve diseases"	"I07.8"	23	301231207	0.0
	"2007"	"2007"	"Tricuspid valve disease, unspecified"	"I07.9"	21	301231207	0.0
	"2007"	"2007"	"Disorders of both mitral and aortic valves"	"I08.0"	651	301231207	0.2
	"2007"	"2007"	"Disorders of both mitral and tricuspid valves"	"I08.1"	88	301231207	0.0
	"2007"	"2007"	"Disorders of both aortic and tricuspid valves"	"I08.2"	14	301231207	Unreliable
	"2007"	"2007"	"Combined disorders of mitral, aortic and tricuspid valves"	"I08.3"	58	301231207	0.0
	"2007"	"2007"	"Other multiple valve diseases"	"I08.8"	9	301231207	Unreliable
	"2007"	"2007"	"Multiple valve disease, unspecified"	"I08.9"	4	301231207	Unreliable
	"2007"	"2007"	"Rheumatic myocarditis"	"I09.0"	27	301231207	0.0
	"2007"	"2007"	"Rheumatic diseases of endocardium, valve unspecified"	"I09.1"	119	301231207	0.0
	"2007"	"2007"	"Other specified rheumatic heart diseases"	"I09.8"	2	301231207	Unreliable
	"2007"	"2007"	"Rheumatic heart disease, unspecified"	"I09.9"	266	301231207	0.1
	"2007"	"2007"	"Essential (primary) hypertension"	"I10"	14414	301231207	4.8
	"2007"	"2007"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	10694	301231207	3.6
	"2007"	"2007"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	20086	301231207	6.7
	"2007"	"2007"	"Hypertensive renal disease with renal failure"	"I12.0"	9253	301231207	3.1
	"2007"	"2007"	"Hypertensive renal disease without renal failure"	"I12.9"	286	301231207	0.1
	"2007"	"2007"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	45	301231207	0.0
	"2007"	"2007"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	1104	301231207	0.4
	"2007"	"2007"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	1758	301231207	0.6
	"2007"	"2007"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	80	301231207	0.0
	"2007"	"2007"	"Renovascular hypertension"	"I15.0"	8	301231207	Unreliable
	"2007"	"2007"	"Secondary hypertension, unspecified"	"I15.9"	4	301231207	Unreliable
	"2007"	"2007"	"Unstable angina"	"I20.0"	22	301231207	0.0
	"2007"	"2007"	"Angina pectoris with documented spasm"	"I20.1"	7	301231207	Unreliable
	"2007"	"2007"	"Angina pectoris, unspecified"	"I20.9"	149	301231207	0.0
	"2007"	"2007"	"Acute transmural myocardial infarction of anterior wall"	"I21.0"	3	301231207	Unreliable
	"2007"	"2007"	"Acute transmural myocardial infarction of other sites"	"I21.2"	2	301231207	Unreliable
	"2007"	"2007"	"Acute transmural myocardial infarction of unspecified site"	"I21.3"	16	301231207	Unreliable
	"2007"	"2007"	"Acute subendocardial myocardial infarction"	"I21.4"	139	301231207	0.0
	"2007"	"2007"	"Acute myocardial infarction, unspecified"	"I21.9"	132720	301231207	44.1
	"2007"	"2007"	"Subsequent myocardial infarction of anterior wall"	"I22.0"	3	301231207	Unreliable
	"2007"	"2007"	"Subsequent myocardial infarction of unspecified site"	"I22.9"	85	301231207	0.0
	"2007"	"2007"	"Other forms of acute ischaemic heart disease"	"I24.8"	1535	301231207	0.5
	"2007"	"2007"	"Acute ischaemic heart disease, unspecified"	"I24.9"	2557	301231207	0.8
	"2007"	"2007"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	59051	301231207	19.6
	"2007"	"2007"	"Atherosclerotic heart disease"	"I25.1"	185106	301231207	61.4
	"2007"	"2007"	"Aneurysm of heart"	"I25.3"	84	301231207	0.0
	"2007"	"2007"	"Coronary artery aneurysm"	"I25.4"	9	301231207	Unreliable
	"2007"	"2007"	"Ischaemic cardiomyopathy"	"I25.5"	11756	301231207	3.9
	"2007"	"2007"	"Other forms of chronic ischaemic heart disease"	"I25.8"	1677	301231207	0.6
	"2007"	"2007"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	11430	301231207	3.8
	"2007"	"2007"	"Pulmonary embolism with mention of acute cor pulmonale"	"I26.0"	20	301231207	0.0
	"2007"	"2007"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	7077	301231207	2.3
	"2007"	"2007"	"Primary pulmonary hypertension"	"I27.0"	300	301231207	0.1
	"2007"	"2007"	"Kyphoscoliotic heart disease"	"I27.1"	46	301231207	0.0
	"2007"	"2007"	"Other secondary pulmonary hypertension"	"I27.2"	3976	301231207	1.3
	"2007"	"2007"	"Other specified pulmonary heart diseases"	"I27.8"	33	301231207	0.0
	"2007"	"2007"	"Pulmonary heart disease, unspecified"	"I27.9"	1038	301231207	0.3
	"2007"	"2007"	"Arteriovenous fistula of pulmonary vessels"	"I28.0"	2	301231207	Unreliable
	"2007"	"2007"	"Aneurysm of pulmonary artery"	"I28.1"	11	301231207	Unreliable
	"2007"	"2007"	"Other specified diseases of pulmonary vessels"	"I28.8"	24	301231207	0.0
	"2007"	"2007"	"Disease of pulmonary vessels, unspecified"	"I28.9"	25	301231207	0.0
	"2007"	"2007"	"Acute nonspecific idiopathic pericarditis"	"I30.0"	2	301231207	Unreliable
	"2007"	"2007"	"Infective pericarditis"	"I30.1"	32	301231207	0.0
	"2007"	"2007"	"Other forms of acute pericarditis"	"I30.8"	12	301231207	Unreliable
	"2007"	"2007"	"Acute pericarditis, unspecified"	"I30.9"	26	301231207	0.0
	"2007"	"2007"	"Chronic adhesive pericarditis"	"I31.0"	7	301231207	Unreliable
	"2007"	"2007"	"Chronic constrictive pericarditis"	"I31.1"	50	301231207	0.0
	"2007"	"2007"	"Haemopericardium, not elsewhere classified"	"I31.2"	28	301231207	0.0
	"2007"	"2007"	"Pericardial effusion (noninflammatory)"	"I31.3"	187	301231207	0.1
	"2007"	"2007"	"Other specified diseases of pericardium"	"I31.8"	1	301231207	Unreliable
	"2007"	"2007"	"Disease of pericardium, unspecified"	"I31.9"	231	301231207	0.1
	"2007"	"2007"	"Acute and subacute infective endocarditis"	"I33.0"	1186	301231207	0.4
	"2007"	"2007"	"Acute endocarditis, unspecified"	"I33.9"	39	301231207	0.0
	"2007"	"2007"	"Mitral (valve) insufficiency"	"I34.0"	2205	301231207	0.7
	"2007"	"2007"	"Mitral (valve) prolapse"	"I34.1"	256	301231207	0.1
	"2007"	"2007"	"Nonrheumatic mitral (valve) stenosis"	"I34.2"	21	301231207	0.0
	"2007"	"2007"	"Other nonrheumatic mitral valve disorders"	"I34.8"	85	301231207	0.0
	"2007"	"2007"	"Nonrheumatic mitral valve disorder, unspecified"	"I34.9"	77	301231207	0.0
	"2007"	"2007"	"Aortic (valve) stenosis"	"I35.0"	12840	301231207	4.3
	"2007"	"2007"	"Aortic (valve) insufficiency"	"I35.1"	539	301231207	0.2
	"2007"	"2007"	"Aortic (valve) stenosis with insufficiency"	"I35.2"	89	301231207	0.0
	"2007"	"2007"	"Other aortic valve disorders"	"I35.8"	219	301231207	0.1
	"2007"	"2007"	"Aortic valve disorder, unspecified"	"I35.9"	1496	301231207	0.5
	"2007"	"2007"	"Nonrheumatic tricuspid (valve) insufficiency"	"I36.1"	16	301231207	Unreliable
	"2007"	"2007"	"Other nonrheumatic tricuspid valve disorders"	"I36.8"	2	301231207	Unreliable
	"2007"	"2007"	"Nonrheumatic tricuspid valve disorder, unspecified"	"I36.9"	5	301231207	Unreliable
	"2007"	"2007"	"Pulmonary valve stenosis"	"I37.0"	4	301231207	Unreliable
	"2007"	"2007"	"Pulmonary valve insufficiency"	"I37.1"	2	301231207	Unreliable
	"2007"	"2007"	"Other pulmonary valve disorders"	"I37.8"	5	301231207	Unreliable
	"2007"	"2007"	"Pulmonary valve disorder, unspecified"	"I37.9"	4	301231207	Unreliable
	"2007"	"2007"	"Endocarditis, valve unspecified"	"I38"	5448	301231207	1.8
	"2007"	"2007"	"Infective myocarditis"	"I40.0"	205	301231207	0.1
	"2007"	"2007"	"Isolated myocarditis"	"I40.1"	23	301231207	0.0
	"2007"	"2007"	"Other acute myocarditis"	"I40.8"	3	301231207	Unreliable
	"2007"	"2007"	"Acute myocarditis, unspecified"	"I40.9"	60	301231207	0.0
	"2007"	"2007"	"Dilated cardiomyopathy"	"I42.0"	4837	301231207	1.6
	"2007"	"2007"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	157	301231207	0.1
	"2007"	"2007"	"Other hypertrophic cardiomyopathy"	"I42.2"	1004	301231207	0.3
	"2007"	"2007"	"Endomyocardial (eosinophilic) disease"	"I42.3"	9	301231207	Unreliable
	"2007"	"2007"	"Endocardial fibroelastosis"	"I42.4"	73	301231207	0.0
	"2007"	"2007"	"Other restrictive cardiomyopathy"	"I42.5"	152	301231207	0.1
	"2007"	"2007"	"Alcoholic cardiomyopathy"	"I42.6"	562	301231207	0.2
	"2007"	"2007"	"Cardiomyopathy due to drugs and other external agents"	"I42.7"	12	301231207	Unreliable
	"2007"	"2007"	"Other cardiomyopathies"	"I42.8"	98	301231207	0.0
	"2007"	"2007"	"Cardiomyopathy, unspecified"	"I42.9"	17363	301231207	5.8
	"2007"	"2007"	"Atrioventricular block, first degree"	"I44.0"	1	301231207	Unreliable
	"2007"	"2007"	"Atrioventricular block, second degree"	"I44.1"	9	301231207	Unreliable
	"2007"	"2007"	"Atrioventricular block, complete"	"I44.2"	314	301231207	0.1
	"2007"	"2007"	"Other and unspecified atrioventricular block"	"I44.3"	39	301231207	0.0
	"2007"	"2007"	"Left anterior fascicular block"	"I44.4"	1	301231207	Unreliable
	"2007"	"2007"	"Left bundle-branch block, unspecified"	"I44.7"	11	301231207	Unreliable
	"2007"	"2007"	"Other and unspecified right bundle-branch block"	"I45.1"	6	301231207	Unreliable
	"2007"	"2007"	"Bifascicular block"	"I45.2"	2	301231207	Unreliable
	"2007"	"2007"	"Trifascicular block"	"I45.3"	2	301231207	Unreliable
	"2007"	"2007"	"Nonspecific intraventricular block"	"I45.4"	3	301231207	Unreliable
	"2007"	"2007"	"Other specified heart block"	"I45.5"	3	301231207	Unreliable
	"2007"	"2007"	"Pre-excitation syndrome"	"I45.6"	30	301231207	0.0
	"2007"	"2007"	"Other specified conduction disorders"	"I45.8"	425	301231207	0.1
	"2007"	"2007"	"Conduction disorder, unspecified"	"I45.9"	122	301231207	0.0
	"2007"	"2007"	"Sudden cardiac death, so described"	"I46.1"	2752	301231207	0.9
	"2007"	"2007"	"Cardiac arrest, unspecified"	"I46.9"	13387	301231207	4.4
	"2007"	"2007"	"Re-entry ventricular arrhythmia"	"I47.0"	2	301231207	Unreliable
	"2007"	"2007"	"Supraventricular tachycardia"	"I47.1"	140	301231207	0.0
	"2007"	"2007"	"Ventricular tachycardia"	"I47.2"	456	301231207	0.2
	"2007"	"2007"	"Paroxysmal tachycardia, unspecified"	"I47.9"	3	301231207	Unreliable
	"2007"	"2007"	"Atrial fibrillation and flutter"	"I48"	14490	301231207	4.8
	"2007"	"2007"	"Ventricular fibrillation and flutter"	"I49.0"	1024	301231207	0.3
	"2007"	"2007"	"Atrial premature depolarization"	"I49.1"	1	301231207	Unreliable
	"2007"	"2007"	"Ventricular premature depolarization"	"I49.3"	12	301231207	Unreliable
	"2007"	"2007"	"Other and unspecified premature depolarization"	"I49.4"	1	301231207	Unreliable
	"2007"	"2007"	"Sick sinus syndrome"	"I49.5"	441	301231207	0.1
	"2007"	"2007"	"Other specified cardiac arrhythmias"	"I49.8"	102	301231207	0.0
	"2007"	"2007"	"Cardiac arrhythmia, unspecified"	"I49.9"	7948	301231207	2.6
	"2007"	"2007"	"Congestive heart failure"	"I50.0"	51967	301231207	17.3
	"2007"	"2007"	"Left ventricular failure"	"I50.1"	105	301231207	0.0
	"2007"	"2007"	"Heart failure, unspecified"	"I50.9"	4493	301231207	1.5
	"2007"	"2007"	"Cardiac septal defect, acquired"	"I51.0"	27	301231207	0.0
	"2007"	"2007"	"Rupture of chordae tendineae, not elsewhere classified"	"I51.1"	9	301231207	Unreliable
	"2007"	"2007"	"Rupture of papillary muscle, not elsewhere classified"	"I51.2"	8	301231207	Unreliable
	"2007"	"2007"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	18	301231207	Unreliable
	"2007"	"2007"	"Myocarditis, unspecified"	"I51.4"	557	301231207	0.2
	"2007"	"2007"	"Myocardial degeneration"	"I51.5"	133	301231207	0.0
	"2007"	"2007"	"Cardiovascular disease, unspecified"	"I51.6"	4995	301231207	1.7
	"2007"	"2007"	"Cardiomegaly"	"I51.7"	1685	301231207	0.6
	"2007"	"2007"	"Other ill-defined heart diseases"	"I51.8"	777	301231207	0.3
	"2007"	"2007"	"Heart disease, unspecified"	"I51.9"	4023	301231207	1.3
	"2007"	"2007"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	90	301231207	0.0
	"2007"	"2007"	"Subarachnoid haemorrhage from basilar artery"	"I60.4"	1	301231207	Unreliable
	"2007"	"2007"	"Subarachnoid haemorrhage from other intracranial arteries"	"I60.6"	75	301231207	0.0
	"2007"	"2007"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	446	301231207	0.1
	"2007"	"2007"	"Other subarachnoid haemorrhage"	"I60.8"	217	301231207	0.1
	"2007"	"2007"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	4879	301231207	1.6
	"2007"	"2007"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	221	301231207	0.1
	"2007"	"2007"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	201	301231207	0.1
	"2007"	"2007"	"Intracerebral haemorrhage in hemisphere, unspecified"	"I61.2"	22	301231207	0.0
	"2007"	"2007"	"Intracerebral haemorrhage in brain stem"	"I61.3"	626	301231207	0.2
	"2007"	"2007"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	491	301231207	0.2
	"2007"	"2007"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	658	301231207	0.2
	"2007"	"2007"	"Other intracerebral haemorrhage"	"I61.8"	51	301231207	0.0
	"2007"	"2007"	"Intracerebral haemorrhage, unspecified"	"I61.9"	14987	301231207	5.0
	"2007"	"2007"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	2120	301231207	0.7
	"2007"	"2007"	"Nontraumatic extradural haemorrhage"	"I62.1"	21	301231207	0.0
	"2007"	"2007"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	8055	301231207	2.7
	"2007"	"2007"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	111	301231207	0.0
	"2007"	"2007"	"Cerebral infarction due to embolism of precerebral arteries"	"I63.1"	14	301231207	Unreliable
	"2007"	"2007"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	612	301231207	0.2
	"2007"	"2007"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	950	301231207	0.3
	"2007"	"2007"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	827	301231207	0.3
	"2007"	"2007"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	236	301231207	0.1
	"2007"	"2007"	"Other cerebral infarction"	"I63.8"	142	301231207	0.0
	"2007"	"2007"	"Cerebral infarction, unspecified"	"I63.9"	3826	301231207	1.3
	"2007"	"2007"	"Stroke, not specified as haemorrhage or infarction"	"I64"	71117	301231207	23.6
	"2007"	"2007"	"Dissection of cerebral arteries, nonruptured"	"I67.0"	18	301231207	Unreliable
	"2007"	"2007"	"Cerebral aneurysm, nonruptured"	"I67.1"	359	301231207	0.1
	"2007"	"2007"	"Cerebral atherosclerosis"	"I67.2"	784	301231207	0.3
	"2007"	"2007"	"Progressive vascular leukoencephalopathy"	"I67.3"	10	301231207	Unreliable
	"2007"	"2007"	"Hypertensive encephalopathy"	"I67.4"	74	301231207	0.0
	"2007"	"2007"	"Moyamoya disease"	"I67.5"	19	301231207	Unreliable
	"2007"	"2007"	"Cerebral arteritis, not elsewhere classified"	"I67.7"	81	301231207	0.0
	"2007"	"2007"	"Other specified cerebrovascular diseases"	"I67.8"	996	301231207	0.3
	"2007"	"2007"	"Cerebrovascular disease, unspecified"	"I67.9"	5142	301231207	1.7
	"2007"	"2007"	"Sequelae of subarachnoid haemorrhage"	"I69.0"	82	301231207	0.0
	"2007"	"2007"	"Sequelae of intracerebral haemorrhage"	"I69.1"	199	301231207	0.1
	"2007"	"2007"	"Sequelae of other nontraumatic intracranial haemorrhage"	"I69.2"	119	301231207	0.0
	"2007"	"2007"	"Sequelae of cerebral infarction"	"I69.3"	506	301231207	0.2
	"2007"	"2007"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	9839	301231207	3.3
	"2007"	"2007"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	6728	301231207	2.2
	"2007"	"2007"	"Atherosclerosis of aorta"	"I70.0"	33	301231207	0.0
	"2007"	"2007"	"Atherosclerosis of renal artery"	"I70.1"	42	301231207	0.0
	"2007"	"2007"	"Atherosclerosis of arteries of extremities"	"I70.2"	250	301231207	0.1
	"2007"	"2007"	"Atherosclerosis of other arteries"	"I70.8"	4	301231207	Unreliable
	"2007"	"2007"	"Generalized and unspecified atherosclerosis"	"I70.9"	7903	301231207	2.6
	"2007"	"2007"	"Dissection of aorta [any part]"	"I71.0"	3569	301231207	1.2
	"2007"	"2007"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	799	301231207	0.3
	"2007"	"2007"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	666	301231207	0.2
	"2007"	"2007"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	3870	301231207	1.3
	"2007"	"2007"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	1953	301231207	0.6
	"2007"	"2007"	"Thoracoabdominal aortic aneurysm, ruptured"	"I71.5"	92	301231207	0.0
	"2007"	"2007"	"Thoracoabdominal aortic aneurysm, without mention of rupture"	"I71.6"	138	301231207	0.0
